"(r)","word","position","context","word class","frequency","ln(frequency)","stress","task","speaker","gender","age","birth_year","class","prof_mother","prof_father","county"
1,are,word-final,START,function,459498,13.03788986821128,stressed,dialogue,M01,M,64,1953,working,working,middle,Devon
1,your,word-final,NORTH/FORCE,function,132598,11.79507727366389,unstressed,dialogue,M01,M,64,1953,working,working,middle,Devon
1,are,word-final,START,function,459498,13.03788986821128,stressed,dialogue,M01,M,64,1953,working,working,middle,Devon
1,concert,pre-consonantal,NURSE,lexical,1799,7.494986233950534,stressed,dialogue,M01,M,64,1953,working,working,middle,Devon
1,park,pre-consonantal,START,lexical,11156,9.319732748747379,stressed,dialogue,M01,M,64,1953,working,working,middle,Devon
1,there's,pre-consonantal,SQUARE,function,31836,10.36835300392574,stressed,dialogue,M01,M,64,1953,working,working,middle,Devon
1,there,word-final,SQUARE,function,316902,12.66634785679826,stressed,dialogue,M01,M,64,1953,working,working,middle,Devon
1,better,word-final,COMMA,function,34289,10.44257988201043,unstressed,dialogue,M01,M,64,1953,working,working,middle,Devon
1,better,word-final,COMMA,function,34289,10.44257988201043,unstressed,dialogue,M01,M,64,1953,working,working,middle,Devon
1,there,word-final,SQUARE,function,316902,12.66634785679826,unstressed,passage,M01,M,64,1953,working,working,middle,Devon
1,poor,word-final,CURE,lexical,14392,9.574427775630369,stressed,passage,M01,M,64,1953,working,working,middle,Devon
1,shepherd,pre-consonantal,COMMA,lexical,1101,7.00397413672268,unstressed,passage,M01,M,64,1953,working,working,middle,Devon
1,dark,pre-consonantal,START,lexical,12517,9.434842999328023,stressed,passage,M01,M,64,1953,working,working,middle,Devon
0,afternoon,pre-consonantal,COMMA,lexical,7956,8.981681639973862,unstressed,passage,M01,M,64,1953,working,working,middle,Devon
1,air,word-final,SQUARE,lexical,18109,9.804164331241342,stressed,passage,M01,M,64,1953,working,working,middle,Devon
1,heard,pre-consonantal,NURSE,lexical,18754,9.83916234197957,stressed,passage,M01,M,64,1953,working,working,middle,Devon
1,villagers,pre-consonantal,COMMA,lexical,830,6.721425700790643,unstressed,passage,M01,M,64,1953,working,working,middle,Devon
1,their,word-final,SQUARE,function,251410,12.43484035159461,unstressed,passage,M01,M,64,1953,working,working,middle,Devon
1,concern,pre-consonantal,NURSE,lexical,10120,9.222268942841456,stressed,passage,M01,M,64,1953,working,working,middle,Devon
1,pleasure,word-final,COMMA,lexical,4969,8.510973891602321,unstressed,passage,M01,M,64,1953,working,working,middle,Devon
1,later,word-final,COMMA,lexical,37936,10.54365580830519,unstressed,passage,M01,M,64,1953,working,working,middle,Devon
1,more,word-final,NORTH/FORCE,function,207227,12.24157008975831,stressed,passage,M01,M,64,1953,working,working,middle,Devon
1,however,word-final,COMMA,function,59003,10.98534356905279,unstressed,passage,M01,M,64,1953,working,working,middle,Devon
1,after,word-final,START,function,111902,11.62537876724128,unstressed,passage,M01,M,64,1953,working,working,middle,Devon
1,for,word-final,NORTH/FORCE,function,867618,13.67350680460761,unstressed,passage,M01,M,64,1953,working,working,middle,Devon
1,course,pre-consonantal,NORTH/FORCE,lexical,48664,10.79269481600054,stressed,passage,M01,M,64,1953,working,working,middle,Devon
1,louder,word-final,COMMA,lexical,574,6.352629396319566,unstressed,passage,M01,M,64,1953,working,working,middle,Devon
1,before,word-final,NORTH/FORCE,function,84032,11.33895295766247,stressed,passage,M01,M,64,1953,working,working,middle,Devon
1,villagers,pre-consonantal,COMMA,lexical,830,6.721425700790643,unstressed,passage,M01,M,64,1953,working,working,middle,Devon
1,were,word-final,NURSE,function,309605,12.6430525704381,unstressed,passage,M01,M,64,1953,working,working,middle,Devon
1,third,pre-consonantal,NURSE,function,20426,9.924563878138043,stressed,passage,M01,M,64,1953,working,working,middle,Devon
1,bothered,pre-consonantal,COMMA,lexical,1476,7.297091005160418,unstressed,passage,M01,M,64,1953,working,working,middle,Devon
1,bitter,word-final,COMMA,lexical,2388,7.778211474512493,unstressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,water,word-final,COMMA,lexical,34098,10.43699401052518,unstressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,beard,pre-consonantal,NEAR,lexical,882,6.782192056006791,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,start,pre-consonantal,START,lexical,22814,10.03512966158784,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,morning,pre-consonantal,NORTH/FORCE,lexical,19846,9.895757754474186,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bear,word-final,SQUARE,lexical,5537,8.619208116822966,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bird,pre-consonantal,NURSE,lexical,3823,8.248790733696413,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bard,pre-consonantal,START,lexical,119,4.77912349311153,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,Barney,pre-consonantal,START,lexical,316,5.755742213586911,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bored,pre-consonantal,NORTH/FORCE,lexical,1466,7.290292882446596,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bore,word-final,NORTH/FORCE,lexical,1434,7.268223021159566,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bar,word-final,START,lexical,7476,8.919453168575453,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,sharp,pre-consonantal,START,lexical,4667,8.448271745949816,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,embroider,word-final,COMMA,lexical,33,3.49650756146648,unstressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bored,pre-consonantal,NORTH/FORCE,lexical,1466,7.290292882446596,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,better,word-final,COMMA,lexical,34289,10.44257988201043,unstressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bear,word-final,SQUARE,lexical,5537,8.619208116822966,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,start,pre-consonantal,START,lexical,22814,10.03512966158784,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,Barney,pre-consonantal,START,lexical,316,5.755742213586911,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
0,Charles,pre-consonantal,START,lexical,8840,9.087042155631689,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bored,pre-consonantal,NORTH/FORCE,lexical,1466,7.290292882446596,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
0,Charles,pre-consonantal,START,lexical,8840,9.087042155631689,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bore,word-final,NORTH/FORCE,lexical,1434,7.268223021159566,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,beard,pre-consonantal,NEAR,lexical,882,6.782192056006791,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bared,pre-consonantal,SQUARE,lexical,133,4.890349128221754,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,board,pre-consonantal,NORTH/FORCE,lexical,15127,9.6242365055622,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bard,pre-consonantal,START,lexical,119,4.77912349311153,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,beer,word-final,NEAR,lexical,3133,8.049746290952191,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bared,pre-consonantal,SQUARE,lexical,133,4.890349128221754,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,far,word-final,START,lexical,39147,10.57507907013036,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bird,pre-consonantal,NURSE,lexical,3823,8.248790733696413,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,far,word-final,START,lexical,39147,10.57507907013036,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,water,word-final,COMMA,lexical,34098,10.43699401052518,unstressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,morning,pre-consonantal,NORTH/FORCE,lexical,19846,9.895757754474186,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,oyster,word-final,COMMA,lexical,211,5.351858133476067,unstressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,hammer,word-final,COMMA,lexical,1102,7.00488198971286,unstressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,sharp,pre-consonantal,START,lexical,4667,8.448271745949816,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,oyster,word-final,COMMA,lexical,211,5.351858133476067,unstressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bar,word-final,START,lexical,7476,8.919453168575453,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,bitter,word-final,COMMA,lexical,2388,7.778211474512493,unstressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,beer,word-final,NEAR,lexical,3133,8.049746290952191,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,embroider,word-final,COMMA,lexical,33,3.49650756146648,unstressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,barn,pre-consonantal,START,lexical,1357,7.213031659834869,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,hammer,word-final,COMMA,lexical,1102,7.00488198971286,unstressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,barn,pre-consonantal,START,lexical,1357,7.213031659834869,stressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,better,word-final,COMMA,lexical,34289,10.44257988201043,unstressed,wordlist,M01,M,64,1953,working,working,middle,Devon
1,beer,word-final,NEAR,lexical,3133,8.049746290952191,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,lars't,pre-consonantal,START,lexical,0,-inf,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,bird,pre-consonantal,NURSE,lexical,3823,8.248790733696413,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,father,word-final,COMMA,lexical,22508,10.02162608055317,unstressed,pairs,M01,M,64,1953,working,working,middle,Devon
0,farther,pre-consonantal,START,lexical,497,6.208590026096629,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,spar,word-final,START,lexical,185,5.220355825078324,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,girl,pre-consonantal,NURSE,lexical,14383,9.573802232603889,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,heart,pre-consonantal,START,lexical,13162,9.485089169016064,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,art,pre-consonantal,START,lexical,14988,9.615005159913578,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,Barth,pre-consonantal,START,lexical,200,5.298317366548036,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,mar,word-final,START,lexical,372,5.918893854273146,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,source,pre-consonantal,NORTH/FORCE,lexical,8875,9.090993614343615,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,career,word-final,NEAR,lexical,7479,8.919854372191667,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,parse,pre-consonantal,START,lexical,86,4.454347296253507,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,orphan,pre-consonantal,NORTH/FORCE,lexical,153,5.030437921392435,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,fire,word-final,COMMA,lexical,13415,9.504128762859724,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,far,word-final,START,lexical,39147,10.57507907013036,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,Marths,pre-consonantal,START,lexical,0,-inf,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,pore,word-final,NORTH/FORCE,lexical,272,5.605802066295997,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,are,word-final,START,function,459498,13.03788986821128,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
1,hour,word-final,COMMA,lexical,10756,9.283219017388754,stressed,pairs,M01,M,64,1953,working,working,middle,Devon
0,are,word-final,START,function,459498,13.03788986821128,stressed,dialogue,M02,M,22,1995,middle,middle,middle,Devon
0,your,word-final,NORTH/FORCE,function,132598,11.79507727366389,unstressed,dialogue,M02,M,22,1995,middle,middle,middle,Devon
0,are,word-final,START,function,459498,13.03788986821128,stressed,dialogue,M02,M,22,1995,middle,middle,middle,Devon
0,concert,pre-consonantal,NURSE,lexical,1799,7.494986233950534,stressed,dialogue,M02,M,22,1995,middle,middle,middle,Devon
0,park,pre-consonantal,START,lexical,11156,9.319732748747379,stressed,dialogue,M02,M,22,1995,middle,middle,middle,Devon
0,there's,pre-consonantal,SQUARE,function,31836,10.36835300392574,stressed,dialogue,M02,M,22,1995,middle,middle,middle,Devon
0,there,word-final,SQUARE,function,316902,12.66634785679826,stressed,dialogue,M02,M,22,1995,middle,middle,middle,Devon
0,better,word-final,COMMA,function,34289,10.44257988201043,unstressed,dialogue,M02,M,22,1995,middle,middle,middle,Devon
0,better,word-final,COMMA,function,34289,10.44257988201043,unstressed,dialogue,M02,M,22,1995,middle,middle,middle,Devon
0,there,word-final,SQUARE,function,316902,12.66634785679826,unstressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,poor,word-final,CURE,lexical,14392,9.574427775630369,stressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,shepherd,pre-consonantal,COMMA,lexical,1101,7.00397413672268,unstressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,dark,pre-consonantal,START,lexical,12517,9.434842999328023,stressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,afternoon,pre-consonantal,COMMA,lexical,7956,8.981681639973862,unstressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,air,word-final,SQUARE,lexical,18109,9.804164331241342,stressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,heard,pre-consonantal,NURSE,lexical,18754,9.83916234197957,stressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,villagers,pre-consonantal,COMMA,lexical,830,6.721425700790643,unstressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,their,word-final,SQUARE,function,251410,12.43484035159461,unstressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,concern,pre-consonantal,NURSE,lexical,10120,9.222268942841456,stressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,pleasure,word-final,COMMA,lexical,4969,8.510973891602321,unstressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,later,word-final,COMMA,lexical,37936,10.54365580830519,unstressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,more,word-final,NORTH/FORCE,function,207227,12.24157008975831,stressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,however,word-final,COMMA,function,59003,10.98534356905279,unstressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,after,word-final,START,function,111902,11.62537876724128,unstressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,for,word-final,NORTH/FORCE,function,867618,13.67350680460761,unstressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,course,pre-consonantal,NORTH/FORCE,lexical,48664,10.79269481600054,stressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,louder,word-final,COMMA,lexical,574,6.352629396319566,unstressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,before,word-final,NORTH/FORCE,function,84032,11.33895295766247,stressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,villagers,pre-consonantal,COMMA,lexical,830,6.721425700790643,unstressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,were,word-final,NURSE,function,309605,12.6430525704381,unstressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,third,pre-consonantal,NURSE,function,20426,9.924563878138043,stressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,bothered,pre-consonantal,COMMA,lexical,1476,7.297091005160418,unstressed,passage,M02,M,22,1995,middle,middle,middle,Devon
0,bitter,word-final,COMMA,lexical,2388,7.778211474512493,unstressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,water,word-final,COMMA,lexical,34098,10.43699401052518,unstressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,beard,pre-consonantal,NEAR,lexical,882,6.782192056006791,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,start,pre-consonantal,START,lexical,22814,10.03512966158784,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,morning,pre-consonantal,NORTH/FORCE,lexical,19846,9.895757754474186,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bear,word-final,SQUARE,lexical,5537,8.619208116822966,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bird,pre-consonantal,NURSE,lexical,3823,8.248790733696413,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bard,pre-consonantal,START,lexical,119,4.77912349311153,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,Barney,pre-consonantal,START,lexical,316,5.755742213586911,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bored,pre-consonantal,NORTH/FORCE,lexical,1466,7.290292882446596,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bore,word-final,NORTH/FORCE,lexical,1434,7.268223021159566,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bar,word-final,START,lexical,7476,8.919453168575453,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,sharp,pre-consonantal,START,lexical,4667,8.448271745949816,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,embroider,word-final,COMMA,lexical,33,3.49650756146648,unstressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bored,pre-consonantal,NORTH/FORCE,lexical,1466,7.290292882446596,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,better,word-final,COMMA,lexical,34289,10.44257988201043,unstressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bear,word-final,SQUARE,lexical,5537,8.619208116822966,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,start,pre-consonantal,START,lexical,22814,10.03512966158784,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,Barney,pre-consonantal,START,lexical,316,5.755742213586911,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,Charles,pre-consonantal,START,lexical,8840,9.087042155631689,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bored,pre-consonantal,NORTH/FORCE,lexical,1466,7.290292882446596,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,Charles,pre-consonantal,START,lexical,8840,9.087042155631689,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bore,word-final,NORTH/FORCE,lexical,1434,7.268223021159566,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,beard,pre-consonantal,NEAR,lexical,882,6.782192056006791,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bared,pre-consonantal,SQUARE,lexical,133,4.890349128221754,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,board,pre-consonantal,NORTH/FORCE,lexical,15127,9.6242365055622,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bard,pre-consonantal,START,lexical,119,4.77912349311153,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,beer,word-final,NEAR,lexical,3133,8.049746290952191,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bared,pre-consonantal,SQUARE,lexical,133,4.890349128221754,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,far,word-final,START,lexical,39147,10.57507907013036,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bird,pre-consonantal,NURSE,lexical,3823,8.248790733696413,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,far,word-final,START,lexical,39147,10.57507907013036,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,water,word-final,COMMA,lexical,34098,10.43699401052518,unstressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,morning,pre-consonantal,NORTH/FORCE,lexical,19846,9.895757754474186,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,oyster,word-final,COMMA,lexical,211,5.351858133476067,unstressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,hammer,word-final,COMMA,lexical,1102,7.00488198971286,unstressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,sharp,pre-consonantal,START,lexical,4667,8.448271745949816,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,oyster,word-final,COMMA,lexical,211,5.351858133476067,unstressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bar,word-final,START,lexical,7476,8.919453168575453,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,bitter,word-final,COMMA,lexical,2388,7.778211474512493,unstressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,beer,word-final,NEAR,lexical,3133,8.049746290952191,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,embroider,word-final,COMMA,lexical,33,3.49650756146648,unstressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,barn,pre-consonantal,START,lexical,1357,7.213031659834869,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,hammer,word-final,COMMA,lexical,1102,7.00488198971286,unstressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,barn,pre-consonantal,START,lexical,1357,7.213031659834869,stressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,better,word-final,COMMA,lexical,34289,10.44257988201043,unstressed,wordlist,M02,M,22,1995,middle,middle,middle,Devon
0,beer,word-final,NEAR,lexical,3133,8.049746290952191,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,lars't,pre-consonantal,START,lexical,0,-inf,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,bird,pre-consonantal,NURSE,lexical,3823,8.248790733696413,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,father,word-final,COMMA,lexical,22508,10.02162608055317,unstressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,farther,pre-consonantal,START,lexical,497,6.208590026096629,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,spar,word-final,START,lexical,185,5.220355825078324,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,girl,pre-consonantal,NURSE,lexical,14383,9.573802232603889,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,heart,pre-consonantal,START,lexical,13162,9.485089169016064,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,art,pre-consonantal,START,lexical,14988,9.615005159913578,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,Barth,pre-consonantal,START,lexical,200,5.298317366548036,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,mar,word-final,START,lexical,372,5.918893854273146,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,source,pre-consonantal,NORTH/FORCE,lexical,8875,9.090993614343615,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,career,word-final,NEAR,lexical,7479,8.919854372191667,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,parse,pre-consonantal,START,lexical,86,4.454347296253507,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,orphan,pre-consonantal,NORTH/FORCE,lexical,153,5.030437921392435,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,fire,word-final,COMMA,lexical,13415,9.504128762859724,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,far,word-final,START,lexical,39147,10.57507907013036,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,Marths,pre-consonantal,START,lexical,0,-inf,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,pore,word-final,NORTH/FORCE,lexical,272,5.605802066295997,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,are,word-final,START,function,459498,13.03788986821128,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,hour,word-final,COMMA,lexical,10756,9.283219017388754,stressed,pairs,M02,M,22,1995,middle,middle,middle,Devon
0,are,word-final,START,function,459498,13.03788986821128,stressed,dialogue,M03,M,38,1979,middle,middle,middle,Devon
0,your,word-final,NORTH/FORCE,function,132598,11.79507727366389,unstressed,dialogue,M03,M,38,1979,middle,middle,middle,Devon
0,are,word-final,START,function,459498,13.03788986821128,stressed,dialogue,M03,M,38,1979,middle,middle,middle,Devon
0,concert,pre-consonantal,NURSE,lexical,1799,7.494986233950534,stressed,dialogue,M03,M,38,1979,middle,middle,middle,Devon
0,park,pre-consonantal,START,lexical,11156,9.319732748747379,stressed,dialogue,M03,M,38,1979,middle,middle,middle,Devon
0,there's,pre-consonantal,SQUARE,function,31836,10.36835300392574,stressed,dialogue,M03,M,38,1979,middle,middle,middle,Devon
0,there,word-final,SQUARE,function,316902,12.66634785679826,stressed,dialogue,M03,M,38,1979,middle,middle,middle,Devon
0,better,word-final,COMMA,function,34289,10.44257988201043,unstressed,dialogue,M03,M,38,1979,middle,middle,middle,Devon
0,better,word-final,COMMA,function,34289,10.44257988201043,unstressed,dialogue,M03,M,38,1979,middle,middle,middle,Devon
0,there,word-final,SQUARE,function,316902,12.66634785679826,unstressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,poor,word-final,CURE,lexical,14392,9.574427775630369,stressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,shepherd,pre-consonantal,COMMA,lexical,1101,7.00397413672268,unstressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,dark,pre-consonantal,START,lexical,12517,9.434842999328023,stressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,afternoon,pre-consonantal,COMMA,lexical,7956,8.981681639973862,unstressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,air,word-final,SQUARE,lexical,18109,9.804164331241342,stressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,heard,pre-consonantal,NURSE,lexical,18754,9.83916234197957,stressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,villagers,pre-consonantal,COMMA,lexical,830,6.721425700790643,unstressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,their,word-final,SQUARE,function,251410,12.43484035159461,unstressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,concern,pre-consonantal,NURSE,lexical,10120,9.222268942841456,stressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,pleasure,word-final,COMMA,lexical,4969,8.510973891602321,unstressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,later,word-final,COMMA,lexical,37936,10.54365580830519,unstressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,more,word-final,NORTH/FORCE,function,207227,12.24157008975831,stressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,however,word-final,COMMA,function,59003,10.98534356905279,unstressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,after,word-final,START,function,111902,11.62537876724128,unstressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,for,word-final,NORTH/FORCE,function,867618,13.67350680460761,unstressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,course,pre-consonantal,NORTH/FORCE,lexical,48664,10.79269481600054,stressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,louder,word-final,COMMA,lexical,574,6.352629396319566,unstressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,before,word-final,NORTH/FORCE,function,84032,11.33895295766247,stressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,villagers,pre-consonantal,COMMA,lexical,830,6.721425700790643,unstressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,were,word-final,NURSE,function,309605,12.6430525704381,unstressed,passage,M03,M,38,1979,middle,middle,middle,Devon
0,third,pre-consonantal,NURSE,function,20426,9.924563878138043,stressed,passage,M03,M,38,1979,middle,middle,middle,Devon
